0.5172,0.0425,0.0001,0.0408,0.0003,0.0825,0.0002,0.0001,0.0535,0.0334,0.0000,0.0046,0.0138,0.0107,0.0087,0.0244,0.0164,0.0011,0.0000,0.0245,0.0916,0.0290,0.0000,0.0011,0.0000,0.0035,0.0000
0.2736,0.0391,0.0003,0.0083,0.0006,0.0580,0.0001,0.0003,0.3024,0.0532,0.0000,0.0000,0.0091,0.0016,0.0003,0.1447,0.0000,0.0000,0.0303,0.0302,0.0123,0.0188,0.0000,0.0046,0.0000,0.0121,0.0000
0.1330,0.0118,0.0232,0.0185,0.0083,0.0069,0.0294,0.0357,0.0005,0.0213,0.0000,0.0000,0.0616,0.0168,0.0769,0.0298,0.0478,0.0000,0.1967,0.1482,0.1297,0.0000,0.0000,0.0000,0.0002,0.0019,0.0017
0.0361,0.1311,0.0000,0.0000,0.0000,0.7268,0.0000,0.0000,0.0000,0.0831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0033,0.0000
0.1341,0.2020,0.0004,0.0000,0.0055,0.1925,0.0000,0.0000,0.1361,0.1081,0.0000,0.0004,0.0055,0.0004,0.0982,0.0785,0.0000,0.0000,0.0103,0.0245,0.0016,0.0000,0.0000,0.0004,0.0000,0.0016,0.0000
0.2143,0.0536,0.0000,0.0223,0.0000,0.0179,0.0000,0.0000,0.0089,0.0402,0.0000,0.0000,0.0045,0.0000,0.0000,0.0000,0.1161,0.0000,0.0000,0.0000,0.5179,0.0045,0.0000,0.0000,0.0000,0.0000,0.0000
0.5042,0.0031,0.0040,0.0013,0.0018,0.0482,0.0000,0.0013,0.0004,0.0296,0.0000,0.0000,0.0035,0.0027,0.0013,0.3080,0.0018,0.0000,0.0027,0.0287,0.0049,0.0521,0.0000,0.0004,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.7333,0.0000,0.0000,0.0000,0.0533,0.0000,0.0000,0.0800,0.0000,0.0000,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0133,0.1067
@bigram_smooth
0.0001,0.0998,0.0403,0.0836,0.0385,0.0255,0.0372,0.0198,0.0564,0.0658,0.0061,0.0068,0.0295,0.0395,0.0185,0.0399,0.0254,0.0007,0.0246,0.0882,0.1505,0.0124,0.0065,0.0544,0.0001,0.0296,0.0002
0.0684,0.0001,0.0191,0.0492,0.0622,0.0001,0.0068,0.0107,0.0019,0.0642,0.0003,0.0199,0.0735,0.0516,0.1348,0.0003,0.0214,0.0001,0.1534,0.0652,0.1245,0.0092,0.0161,0.0095,0.0004,0.0348,0.0019
0.2839,0.0701,0.2769,0.0088,0.0013,0.1101,0.0003,0.0003,0.0003,0.0155,0.0031,0.0003,0.0476,0.0003,0.0003,0.0432,0.0003,0.0003,0.0494,0.0085,0.0016,0.0558,0.0005,0.0003,0.0003,0.0209,0.0003
0.0084,0.0854,0.0002,0.0053,0.0002,0.0768,0.0002,0.0002,0.1693,0.0234,0.0002,0.0793,0.0248,0.0002,0.0002,0.3948,0.0002,0.0002,0.0376,0.0009,0.0401,0.0476,0.0002,0.0002,0.0002,0.0032,0.0002
0.4066,0.0436,0.0007,0.0019,0.0084,0.1062,0.0014,0.0103,0.0014,0.0664,0.0002,0.0002,0.0060,0.0022,0.0909,0.1156,0.0014,0.0002,0.0583,0.0551,0.0002,0.0086,0.0007,0.0012,0.0002,0.0115,0.0002
0.3910,0.0712,0.0007,0.0238,0.0417,0.0313,0.0060,0.0031,0.0039,0.0045,0.0001,0.0007,0.0332,0.0192,0.0516,0.0035,0.0115,0.0001,0.1212,0.1023,0.0307,0.0001,0.0140,0.0031,0.0155,0.0151,0.0009
0.2787,0.0699,0.0005,0.0033,0.0005,0.0675,0.0534,0.0005,0.0005,0.2116,0.0005,0.0005,0.0477,0.0005,0.0005,0.1233,0.0005,0.0005,0.0765,0.0028,0.0265,0.0302,0.0005,0.0019,0.0005,0.0005,0.0005
0.4360,0.0405,0.0008,0.0004,0.0004,0.1231,0.0013,0.0125,0.1122,0.0242,0.0004,0.0004,0.0280,0.0008,0.0108,0.0680,0.0004,0.0004,0.0601,0.0242,0.0017,0.0484,0.0004,0.0004,0.0004,0.0033,0.0004
0.0666,0.1126,0.0014,0.0003,0.0001,0.4805,0.0001,0.0001,0.0006,0.1480,0.0001,0.0001,0.0006,0.0001,0.0001,0.0759,0.0001,0.0004,0.0218,0.0013,0.0232,0.0562,0.0001,0.0001,0.0001,0.0087,0.0001
0.0470,0.0455,0.0035,0.0301,0.0371,0.0201,0.0168,0.0227,0.0001,0.0004,0.0001,0.0067,0.0500,0.0392,0.3226,0.0345,0.0099,0.0006,0.0250,0.1387,0.1298,0.0005,0.0144,0.0001,0.0011,0.0001,0.0032
0.0085,0.2735,0.0043,0.0043,0.0043,0.1838,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.0043,0.1538,0.0043,0.0043,0.0043,0.0043,0.0043,0.2863,0.0043,0.0043,0.0043,0.0043,0.0043
0.2627,0.0100,0.0008,0.0008,0.0008,0.2296,0.0008,0.0023,0.0008,0.1240,0.0008,0.0008,0.0085,0.0023,0.0855,0.0046,0.0008,0.0008,0.0008,0.2396,0.0015,0.0008,0.0008,0.0054,0.0008,0.0131,0.0008
0.1770,0.0761,0.0004,0.0018,0.0696,0.1777,0.0123,0.0002,0.0002,0.0940,0.0002,0.0089,0.1268,0.0036,0.0004,0.1384,0.0027,0.0002,0.0022,0.0317,0.0105,0.0065,0.0063,0.0029,0.0002,0.0489,0.0002
0.2339,0.1628,0.0442,0.0010,0.0003,0.2529,0.0007,0.0003,0.0003,0.0783,0.0003,0.0003,0.0016,0.0043,0.0033,0.0796,0.0590,0.0003,0.0138,0.0219,0.0007,0.0151,0.0003,0.0003,0.0003,0.0239,0.0003
0.2458,0.0188,0.0005,0.0190,0.1215,0.1066,0.0041,0.1531,0.0005,0.0337,0.0005,0.0101,0.0037,0.0005,0.0073,0.0587,0.0007,0.0003,0.0008,0.0547,0.1248,0.0213,0.0037,0.0013,0.0001,0.0077,0.0001
0.1591,0.0045,0.1074,0.0051,0.0130,0.0043,0.0373,0.0028,0.0006,0.0100,0.0017,0.0247,0.0192,0.0536,0.1075,0.0529,0.0274,0.0001,0.0680,0.0209,0.0386,0.1501,0.0197,0.0690,0.0006,0.0018,0.0002
0.1763,0.1238,0.0014,0.0005,0.0005,0.1584,0.0005,0.0005,0.0295,0.0810,0.0005,0.0014,0.0893,0.0005,0.0005,0.0727,0.0488,0.0005,0.0548,0.0654,0.0198,0.0700,0.0005,0.0005,0.0005,0.0018,0.0005
0.0317,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.0159,0.5714,0.0159,0.0159,0.0159,0.0159,0.0159
0.2711,0.0599,0.0019,0.0076,0.0178,0.1801,0.0035,0.0081,0.0011,0.1134,0.0001,0.0101,0.0112,0.0064,0.0188,0.1125,0.0026,0.0001,0.0170,0.0429,0.0744,0.0162,0.0019,0.0041,0.0001,0.0168,0.0001
0.5157,0.0425,0.0002,0.0408,0.0004,0.0823,0.0003,0.0002,0.0534,0.0334,0.0001,0.0047,0.0138,0.0108,0.0088,0.0244,0.0164,0.0012,0.0001,0.0245,0.0914,0.0290,0.0001,0.0012,0.0001,0.0036,0.0001
0.2730,0.0391,0.0004,0.0084,0.0007,0.0580,0.0002,0.0004,0.3018,0.0532,0.0001,0.0001,0.0092,0.0017,0.0004,0.1444,0.0001,0.0001,0.0303,0.0302,0.0124,0.0189,0.0001,0.0047,0.0001,0.0121,0.0001
0.1324,0.0120,0.0233,0.0186,0.0085,0.0071,0.0294,0.0358,0.0007,0.0214,0.0002,0.0002,0.0614,0.0169,0.0767,0.0299,0.0478,0.0002,0.1957,0.1475,0.1291,0.0002,0.0002,0.0002,0.0005,0.0021,0.0019
0.0361,0.1285,0.0011,0.0011,0.0011,0.7070,0.0011,0.0011,0.0011,0.0817,0.0011,0.0011,0.0011,0.0011,0.0011,0.0180,0.0011,0.0011,0.0011,0.0011,0.0011,0.0032,0.0011,0.0011,0.0011,0.0042,0.0011
0.1331,0.2002,0.0008,0.0004,0.0059,0.1909,0.0004,0.0004,0.1351,0.1073,0.0004,0.0008,0.0059,0.0008,0.0976,0.0781,0.0004,0.0004,0.0105,0.0246,0.0020,0.0004,0.0004,0.0008,0.0004,0.0020,0.0004
0.1952,0.0518,0.0040,0.0239,0.0040,0.0199,0.0040,0.0040,0.0120,0.0398,0.0040,0.0040,0.0080,0.0040,0.0040,0.0040,0.1076,0.0040,0.0040,0.0040,0.4661,0.0080,0.0040,0.0040,0.0040,0.0040,0.0040
0.4987,0.0035,0.0044,0.0017,0.0022,0.0480,0.0004,0.0017,0.0009,0.0297,0.0004,0.0004,0.0039,0.0031,0.0017,0.3048,0.0022,0.0004,0.0031,0.0288,0.0052,0.0520,0.0004,0.0009,0.0004,0.0004,0.0004
0.0098,0.0098,0.0098,0.0098,0.0098,0.5490,0.0098,0.0098,0.0098,0.0490,0.0098,0.0098,0.0686,0.0098,0.0098,0.0196,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0196,0.0882
@answer_10
None
